instrument,t_signal,t_start,t_end,side,ret,label,uniqueness_weight,sigma
nq1s,2021-08-10,2021-08-11,2021-08-25,1,0.02269402532180287,1,0.09256198347107439,0.00964484691885003
nq1s,2021-08-11,2021-08-12,2021-08-26,1,0.012931250175656217,1,0.09338842975206613,0.009558031113176515
nq1s,2021-08-12,2021-08-13,2021-08-27,1,0.019688220331650186,1,0.09421487603305785,0.009470227841318533
nq1s,2021-08-13,2021-08-16,2021-08-30,1,0.030166776730469635,1,0.09605142332415059,0.009379424244127237
nq1s,2021-08-16,2021-08-17,2021-08-30,1,0.03922712445777243,1,0.09656565656565656,0.009286783350864867
nq1s,2021-08-17,2021-08-18,2021-08-23,1,0.030197543878518474,1,0.09090909090909091,0.009308926417315198
nq1s,2021-08-18,2021-08-19,2021-08-27,1,0.03284816569130378,1,0.0961038961038961,0.00934562925807542
nq1s,2021-08-19,2021-08-20,2021-08-30,1,0.0332937698400233,1,0.09898989898989899,0.009272911922059061
nq1s,2021-08-20,2021-08-23,2021-09-07,-1,-0.023904234627316612,0,0.10653614062704973,0.00927810912207328
nq1s,2021-08-23,2021-08-24,2021-09-08,1,0.017078428366181342,1,0.1065361406270497,0.009368276251758066
nq1s,2021-08-24,2021-08-25,2021-09-09,1,0.012579799177560247,1,0.10570969434605798,0.009278784263024552
nq1s,2021-08-25,2021-08-26,2021-09-10,1,0.010857551825507628,1,0.10488324806506624,0.009187351665811463
nq1s,2021-08-26,2021-08-27,2021-09-13,1,0.0006642204161053655,1,0.10405680178407449,0.009153342531568536
nq1s,2021-08-27,2021-08-30,2021-09-14,1,-0.013621572096720769,0,0.10323035550308277,0.009141228950209287
nq1s,2021-08-30,2021-08-31,2021-09-15,1,-0.005096933888616206,0,0.10139380821199002,0.009148139248146525
nq1s,2021-08-31,2021-09-01,2021-09-16,1,-0.005973584009614896,0,0.09667125803489439,0.009064671228375525
nq1s,2021-09-01,2021-09-02,2021-09-17,1,-0.017346918380303222,0,0.09357208448117539,0.008974481363940676
nq1s,2021-09-02,2021-09-03,2021-09-20,1,-0.04144606123714034,0,0.09173553719008264,0.00889032397278109
nq1s,2021-09-03,2021-09-07,2021-09-20,1,-0.04293043962733378,0,0.09090909090909091,0.008804869663493664
nq1s,2021-09-07,2021-09-08,2021-09-20,1,-0.03943144661071507,0,0.09090909090909091,0.008717277681109166
nq1s,2021-09-08,2021-09-09,2021-09-20,1,-0.03550248353205809,0,0.09090909090909091,0.008660223806219123
nq1s,2021-09-09,2021-09-10,2021-09-20,1,-0.027937992335921535,0,0.09090909090909093,0.00860788664763935
nq1s,2021-09-10,2021-09-13,2021-09-20,1,-0.02763033241095947,0,0.09090909090909093,0.008614353733261002
nq1s,2021-09-13,2021-09-14,2021-09-28,1,-0.04080912594998942,0,0.1318345795618523,0.008531357336442164
nq1s,2021-09-14,2021-09-15,2021-09-20,1,-0.03193085801089168,0,0.09090909090909091,0.008469546268332823
nq1s,2021-09-15,2021-09-16,2021-09-20,1,-0.03276940543801743,0,0.0909090909090909,0.008433771142346088
nq1s,2021-09-16,2021-09-17,2021-09-28,1,-0.037308149428652015,0,0.14718163780663782,0.008350040022607188
nq1s,2021-09-17,2021-09-20,2021-10-04,1,-0.0371415276787701,0,0.16327889282434738,0.008469033964973846
nq1s,2021-09-20,2021-09-21,2021-10-04,1,-0.038107116180190914,0,0.170515873015873,0.008924984294403535
nq1s,2021-09-21,2021-09-22,2021-09-29,1,-0.028343298313222576,0,0.1576058201058201,0.008836377791182435
nq1s,2021-09-22,2021-09-23,2021-09-28,1,-0.03583897728822727,0,0.13640873015873017,0.008832751027729782
nq1s,2021-09-23,2021-09-24,2021-09-28,-1,0.036834985175522306,1,0.1263227513227513,0.008824922084885023
nq1s,2021-09-24,2021-09-27,2021-09-28,-1,0.028707390333790883,1,0.11805555555555555,0.008737122886229524
nq1s,2021-09-27,2021-09-28,2021-10-12,-1,0.007580429255950705,1,0.14156172110717566,0.00874184961656568
nq1s,2021-09-28,2021-09-29,2021-10-13,1,0.0016607921379421242,1,0.1397251738160829,0.009585134400021355
nq1s,2021-09-29,2021-09-30,2021-10-14,1,0.023874147644315613,1,0.12980781844418204,0.00949319150465804
nq1s,2021-09-30,2021-10-01,2021-10-15,1,0.024937530089063742,1,0.12071690935327299,0.009415272102574706
nq1s,2021-10-01,2021-10-04,2021-10-14,1,0.03898864977334782,1,0.11791325957992622,0.009351854651729235
nq1s,2021-10-04,2021-10-05,2021-10-15,1,0.03217827287738473,1,0.11315135481802151,0.009698432239436025
nq1s,2021-10-05,2021-10-06,2021-10-18,1,0.03537865431840537,1,0.10852172518839184,0.00978744466607207
nq1s,2021-10-06,2021-10-07,2021-10-19,1,0.0341680708252774,1,0.1148709315375982,0.009740553554409616
nq1s,2021-10-07,2021-10-08,2021-10-18,1,0.032047262623764894,1,0.10126262626262626,0.009710567901072463
nq1s,2021-10-08,2021-10-11,2021-10-18,1,0.03935021370665659,1,0.09962121212121212,0.009641460881451576
nq1s,2021-10-11,2021-10-12,2021-10-15,1,0.03231475205579315,1,0.09318181818181817,0.009602827589134099
nq1s,2021-10-12,2021-10-13,2021-10-18,1,0.03502300241382095,1,0.10170454545454546,0.009518155094563613
nq1s,2021-10-13,2021-10-14,2021-10-25,1,0.030035336719695493,1,0.14380411255411255,0.009483041053312227
nq1s,2021-10-14,2021-10-15,2021-10-28,1,0.040799529039603044,1,0.13956349206349208,0.009728609364764244
nq1s,2021-10-15,2021-10-18,2021-10-29,1,0.035211964414266106,1,0.13956349206349208,0.009668013084151404
nq1s,2021-10-18,2021-10-19,2021-11-01,1,0.031687306521359204,1,0.1381746031746032,0.009666914325491468
nq1s,2021-10-19,2021-10-20,2021-11-01,1,0.033052006499380227,1,0.13130511463844796,0.00961068377373675
nq1s,2021-10-20,2021-10-21,2021-11-02,1,0.030695794209403715,1,0.12297178130511464,0.00952038020648032
nq1s,2021-10-21,2021-10-22,2021-10-29,1,0.03191470206959046,1,0.11732804232804232,0.009459355951391892
nq1s,2021-10-22,2021-10-25,2021-11-03,1,0.0400996001684053,1,0.11527777777777778,0.009467605215111755
nq1s,2021-10-25,2021-10-26,2021-11-03,1,0.03692634943617712,1,0.1138888888888889,0.009462568973227739
nq1s,2021-10-26,2021-10-27,2021-11-03,1,0.0342121205619641,1,0.11203703703703705,0.009373516007454327
nq1s,2021-10-27,2021-10-28,2021-11-04,1,0.03527339870977286,1,0.12129629629629629,0.009283319319149818
nq1s,2021-10-28,2021-10-29,2021-11-04,1,0.030606148735813576,1,0.12555555555555556,0.00930300670336511
nq1s,2021-10-29,2021-11-01,2021-11-15,1,0.0182973747557007,1,0.13312016266561721,0.009222890771412572
nq1s,2021-11-01,2021-11-02,2021-11-16,1,0.02104720926735837,1,0.13128361537452446,0.009136315540642334
nq1s,2021-11-02,2021-11-03,2021-11-17,1,0.011204987574618741,1,0.12818444182080543,0.009054201462970415
nq1s,2021-11-03,2021-11-04,2021-11-18,1,0.009173537450752889,1,0.12508526826708644,0.00905398324851265
nq1s,2021-11-04,2021-11-05,2021-11-19,1,0.013560610817510366,1,0.11902466220648038,0.009090351594202576
nq1s,2021-11-05,2021-11-08,2021-11-22,1,0.003317056824611697,1,0.11094385412567233,0.009000194613085991
nq1s,2021-11-08,2021-11-09,2021-11-23,1,0.006103063548001941,1,0.10589334907516725,0.008922360681432102
nq1s,2021-11-09,2021-11-10,2021-11-18,1,0.03085414215874316,1,0.09996392496392499,0.00891910310999431
nq1s,2021-11-10,2021-11-11,2021-11-19,1,0.033885948739003524,1,0.09639249639249639,0.00910964875551839
nq1s,2021-11-11,2021-11-12,2021-11-29,1,0.012153540115399153,1,0.09972451790633609,0.009021131249006812
nq1s,2021-11-12,2021-11-15,2021-11-30,1,-0.0023037744140239624,0,0.09972451790633609,0.00902550028829756
nq1s,2021-11-15,2021-11-16,2021-12-01,1,-0.026796337602281284,0,0.10055096418732784,0.008939095283575239
nq1s,2021-11-16,2021-11-17,2021-12-02,1,-0.020000666706710746,0,0.10743801652892562,0.008884060476395504
nq1s,2021-11-17,2021-11-18,2021-12-01,1,-0.03780858969756906,0,0.10269360269360268,0.0087964996374541
nq1s,2021-11-18,2021-11-19,2021-11-26,1,-0.03212438314041499,0,0.10666666666666666,0.008796546745735179
nq1s,2021-11-19,2021-11-22,2021-12-01,1,-0.031768389671533726,0,0.10476190476190475,0.008726889798881967
nq1s,2021-11-22,2021-11-23,2021-12-03,1,-0.037110386286236974,0,0.11944444444444444,0.008843717560943319
nq1s,2021-11-23,2021-11-24,2021-12-01,1,-0.030791230683925974,0,0.10222222222222221,0.00879303712523489
nq1s,2021-11-24,2021-11-26,2021-12-10,1,0.017217444686927763,1,0.1359307359307359,0.008709700854966003
nq1s,2021-11-26,2021-11-29,2021-12-01,1,-0.032302369896573424,0,0.10000000000000002,0.009104102440515459
nq1s,2021-11-29,2021-11-30,2021-12-14,1,-0.014202415710103722,0,0.1420995670995671,0.009435951949288238
nq1s,2021-11-30,2021-12-01,2021-12-08,1,0.032393880740741565,1,0.14761904761904762,0.009612480260359156
nq1s,2021-12-01,2021-12-02,2021-12-16,1,-0.007612898014706104,0,0.1453823953823954,0.009867458352040661
nq1s,2021-12-02,2021-12-03,2021-12-07,1,0.03747814602015609,1,0.15873015873015872,0.009814763441794465
nq1s,2021-12-03,2021-12-06,2021-12-08,1,0.03409667973363284,1,0.15079365079365079,0.010036066706075925
nq1s,2021-12-06,2021-12-07,2021-12-17,1,-0.03298754406193538,0,0.13447971781305115,0.009990502256670003
nq1s,2021-12-07,2021-12-08,2021-12-17,-1,0.03752741321792463,1,0.13343253968253968,0.010687762994678888
nq1s,2021-12-08,2021-12-09,2021-12-23,1,0.009292200088632185,1,0.12987012987012986,0.010591668159444591
nq1s,2021-12-09,2021-12-10,2021-12-20,-1,0.04432533965723451,1,0.12613378684807255,0.01073011750279371
nq1s,2021-12-10,2021-12-13,2021-12-28,1,0.024963300606373195,1,0.12824675324675325,0.010718727533649653
nq1s,2021-12-13,2021-12-14,2021-12-27,-1,-0.03927264686968712,0,0.12235449735449737,0.010859051140266286
nq1s,2021-12-14,2021-12-15,2021-12-20,-1,0.04168902671718655,1,0.11805555555555555,0.010856531353867481
nq1s,2021-12-15,2021-12-16,2021-12-27,-1,-0.04276442430104943,0,0.12159863945578232,0.011180626203147524
nq1s,2021-12-16,2021-12-17,2021-12-27,1,0.04773999115676375,1,0.12334656084656086,0.01170396416464108
nq1s,2021-12-17,2021-12-20,2021-12-23,1,0.04247158942014373,1,0.1259920634920635,0.011612995358778582
nq1s,2021-12-20,2021-12-21,2022-01-05,1,-0.013450504388758944,0,0.12792535747081202,0.011600631540517452
nq1s,2021-12-21,2021-12-22,2022-01-06,1,-0.025730582100184307,0,0.1300898596353142,0.011910061564046349
nq1s,2021-12-22,2021-12-23,2022-01-07,-1,0.04505153300278586,1,0.13387773842319295,0.011894803266474612
nq1s,2021-12-23,2021-12-27,2022-01-05,1,-0.04910271300846425,0,0.12852633477633477,0.011818389656169988
nq1s,2021-12-27,2021-12-28,2022-01-05,-1,0.0447454076392777,1,0.12903009688723974,0.011885067338853106
nq1s,2021-12-28,2021-12-29,2022-01-05,1,-0.0448970215697404,0,0.12275733525733527,0.011793364813136335
nq1s,2021-12-29,2021-12-30,2022-01-05,1,-0.041236712052699076,0,0.11397546897546898,0.011676903381340488
nq1s,2021-12-30,2021-12-31,2022-01-07,1,-0.04638508112754991,0,0.1267255892255892,0.011580397592356162
nq1s,2021-12-31,2022-01-03,2022-01-05,1,-0.04459377071854398,0,0.10067340067340068,0.011516424516758732
nq1s,2022-01-03,2022-01-04,2022-01-07,-1,0.04362404674697906,1,0.13106060606060604,0.011473319890302992
nq1s,2022-01-04,2022-01-05,2022-01-19,-1,0.04760639169560754,1,0.1544877344877345,0.011524612584938618
nq1s,2022-01-05,2022-01-06,2022-01-19,-1,0.04713058638651901,1,0.1615520282186949,0.012289428903728665
nq1s,2022-01-06,2022-01-07,2022-01-20,-1,0.04865860232132846,1,0.1589065255731922,0.012167480047085663
nq1s,2022-01-07,2022-01-10,2022-01-20,1,-0.050389982407651246,0,0.15793650793650793,0.012153878398438392
nq1s,2022-01-10,2022-01-11,2022-01-18,1,-0.04027995628566039,0,0.14912698412698414,0.012035584239933478
nq1s,2022-01-11,2022-01-12,2022-01-18,-1,0.04382681394396393,1,0.13640873015873017,0.012081047641230294
nq1s,2022-01-12,2022-01-13,2022-01-20,-1,0.04281717282969133,1,0.12936507936507935,0.011969754362850768
nq1s,2022-01-13,2022-01-14,2022-01-20,-1,0.04960482032749525,1,0.1259920634920635,0.0123816692469229
nq1s,2022-01-14,2022-01-18,2022-01-21,-1,0.05262329368298424,1,0.1572420634920635,0.012297389768242975
nq1s,2022-01-18,2022-01-19,2022-01-21,-1,0.041214251130176294,1,0.1726190476190476,0.012678061302125308
nq1s,2022-01-19,2022-01-20,2022-01-25,-1,0.04833292083286089,1,0.24404761904761904,0.012643559662408245
nq1s,2022-01-20,2022-01-21,2022-02-02,1,0.04658775483925659,1,0.2177248677248677,0.01263219056506726
nq1s,2022-01-21,2022-01-24,2022-02-02,1,0.041436935396527375,1,0.21369047619047618,0.013078273362891846
nq1s,2022-01-24,2022-01-25,2022-01-31,1,0.05263602704934378,1,0.2019047619047619,0.012982109005952897
nq1s,2022-01-25,2022-01-26,2022-01-31,1,0.05138157667922982,1,0.18988095238095237,0.01327573718783633
nq1s,2022-01-26,2022-01-27,2022-01-31,1,0.06358627423200502,1,0.16984126984126982,0.013151006671167456
nq1s,2022-01-27,2022-01-28,2022-02-02,1,0.04613729657659782,1,0.16904761904761903,0.013100979773588144
nq1s,2022-01-28,2022-01-31,2022-02-11,-1,0.04560670940257516,1,0.16718253968253968,0.01378985955824974
nq1s,2022-01-31,2022-02-01,2022-02-11,-1,0.05161012211096505,1,0.1698853615520282,0.014438251342884722
nq1s,2022-02-01,2022-02-02,2022-02-11,-1,0.05956453023507002,1,0.16612103174603177,0.014325422804176011
nq1s,2022-02-02,2022-02-03,2022-02-17,-1,0.02285753978982008,1,0.15526695526695528,0.014233052675016615
nq1s,2022-02-03,2022-02-04,2022-02-18,-1,0.04808903791419006,1,0.14264069264069265,0.015249802478619819
nq1s,2022-02-04,2022-02-07,2022-02-22,-1,0.04905548551304406,1,0.13582251082251082,0.015233502768547052
nq1s,2022-02-08,2022-02-09,2022-02-11,-1,0.054506937641583875,1,0.1263227513227513,0.015080218514039283
nq1s,2022-02-09,2022-02-10,2022-02-18,-1,0.049143944176154974,1,0.1275510204081633,0.01522352638854165
nq1s,2022-02-10,2022-02-11,2022-02-23,1,-0.05284493099158105,0,0.1324404761904762,0.015391125318313905
nq1s,2022-02-11,2022-02-14,2022-02-23,1,-0.05372232413685474,0,0.1354875283446712,0.01584297448700211
nq1s,2022-02-14,2022-02-15,2022-02-22,1,-0.05246661526360086,0,0.12301587301587302,0.015688770976046915
nq1s,2022-02-15,2022-02-16,2022-02-22,1,-0.05181614193587869,0,0.11805555555555555,0.015957680226401847
nq1s,2022-02-16,2022-02-17,2022-03-04,1,-0.02321159754844615,0,0.13658008658008658,0.01579893379224612
nq1s,2022-02-17,2022-02-18,2022-03-07,1,-0.0494486046717757,0,0.1355699855699856,0.0161731017361141
nq1s,2022-02-18,2022-02-22,2022-03-08,1,-0.04392563784408843,0,0.13845598845598844,0.016079563170015066
nq1s,2022-02-22,2022-02-23,2022-02-28,1,0.05196676735056727,1,0.16904761904761906,0.01595771687183149
nq1s,2022-02-23,2022-02-24,2022-03-08,1,-0.051381856080221056,0,0.13681657848324516,0.016155711009614892
nq1s,2022-02-24,2022-02-25,2022-03-07,1,-0.06254481157942493,0,0.12692743764172335,0.016759539934013714
nq1s,2022-02-25,2022-02-28,2022-03-07,1,-0.06588888425268458,0,0.12030423280423279,0.016759123418457884
nq1s,2022-02-28,2022-03-01,2022-03-08,1,-0.054170360675211526,0,0.12030423280423279,0.01660500448451217
nq1s,2022-03-01,2022-03-02,2022-03-07,1,-0.06667926622380982,0,0.10902777777777778,0.016565888873300422
nq1s,2022-03-02,2022-03-03,2022-03-08,-1,0.05595378246390048,1,0.11349206349206349,0.016594251265268575
nq1s,2022-03-03,2022-03-04,2022-03-14,-1,0.05910163972750304,1,0.15748299319727893,0.016539869803650416
nq1s,2022-03-04,2022-03-07,2022-03-17,1,0.057516310729315734,1,0.155026455026455,0.01646554934039167
nq1s,2022-03-07,2022-03-08,2022-03-17,1,0.06155953162837591,1,0.16190476190476188,0.017087670054761358
nq1s,2022-03-08,2022-03-09,2022-03-22,1,0.06489920681948291,1,0.16857142857142857,0.0169192795148794
nq1s,2022-03-09,2022-03-10,2022-03-18,1,0.05924040542245379,1,0.15272108843537416,0.017535591463829662
nq1s,2022-03-10,2022-03-11,2022-03-17,1,0.059676930070235557,1,0.14047619047619048,0.017409128640735832
nq1s,2022-03-11,2022-03-14,2022-03-16,1,0.06713332903320257,1,0.1369047619047619,0.017462688156849013
nq1s,2022-03-14,2022-03-15,2022-03-18,1,0.06922333676761916,1,0.13988095238095238,0.01744222404221027
nq1s,2022-03-15,2022-03-16,2022-03-24,1,0.056713264984008305,1,0.15612244897959182,0.017882705058819285
nq1s,2022-03-16,2022-03-17,2022-03-28,1,0.060342092205271314,1,0.15446428571428572,0.018504385785050786
nq1s,2022-03-17,2022-03-18,2022-04-01,1,0.030760095366176188,1,0.1428932178932179,0.018402494484067406
nq1s,2022-03-18,2022-03-21,2022-03-29,1,0.05859840736708932,1,0.15272108843537416,0.018486041408528966
nq1s,2022-03-21,2022-03-22,2022-04-05,1,0.01180394955052222,1,0.12691525646071103,0.018305518012494963
nq1s,2022-03-22,2022-03-23,2022-04-06,1,0.0040238723141463595,1,0.12002820411911319,0.018339437459212505
nq1s,2022-03-23,2022-03-24,2022-04-07,1,-0.015546520850342915,0,0.1131411517775154,0.0182641758684089
nq1s,2022-03-24,2022-03-25,2022-04-08,-1,0.02948696841905374,1,0.10841860160041977,0.01834485223312434
nq1s,2022-03-25,2022-03-28,2022-04-11,-1,0.06800905436419846,1,0.1055325987144169,0.018162497576157136
nq1s,2022-03-28,2022-03-29,2022-04-08,-1,0.06163003265215927,1,0.10274971941638608,0.018110610142452476
nq1s,2022-03-29,2022-03-30,2022-04-11,1,-0.07374821357084471,0,0.10120650953984286,0.018076344049463615
nq1s,2022-03-30,2022-03-31,2022-04-11,1,-0.06020436545377805,0,0.09823232323232324,0.017970442477207454
nq1s,2022-03-31,2022-04-01,2022-04-11,1,-0.059868033154087286,0,0.0963924963924964,0.01789892195865835
nq1s,2022-04-01,2022-04-04,2022-04-08,1,-0.0567948150219717,0,0.09272727272727274,0.017720952364346333
nq1s,2022-04-04,2022-04-05,2022-04-11,1,-0.05745995567338369,0,0.09494949494949495,0.017763852514666875
nq1s,2022-04-05,2022-04-06,2022-04-21,1,-0.055054899325737594,0,0.12003476321658141,0.017878570816349835
nq1s,2022-04-06,2022-04-07,2022-04-21,1,-0.05717257755802585,0,0.12294733044733046,0.017968900911414353
nq1s,2022-04-07,2022-04-08,2022-04-22,1,-0.07036734614169049,0,0.12385642135642136,0.017793465761187312
nq1s,2022-04-08,2022-04-11,2022-04-26,1,-0.07287795969843813,0,0.1257969303423849,0.017727918177908048
nq1s,2022-04-11,2022-04-12,2022-04-26,1,-0.06894165116302275,0,0.12726551226551228,0.017832111196143596
nq1s,2022-04-12,2022-04-13,2022-04-22,1,-0.06297638127428762,0,0.11950628736343023,0.01765935972965711
nq1s,2022-04-13,2022-04-14,2022-04-26,-1,0.06525972881354747,1,0.11324855699855699,0.01772277243274433
nq1s,2022-04-14,2022-04-18,2022-04-26,-1,0.06626686880144916,1,0.10901875901875901,0.017830434220079728
nq1s,2022-04-18,2022-04-19,2022-04-22,-1,0.06267749331072103,1,0.10050505050505051,0.017655539835929115
nq1s,2022-04-19,2022-04-20,2022-04-26,-1,0.0732171878679857,1,0.10540404040404039,0.017776438045914614
nq1s,2022-04-20,2022-04-21,2022-04-29,-1,0.06595631228214138,1,0.1337920016491445,0.017715199159521113
nq1s,2022-04-21,2022-04-22,2022-05-06,-1,0.05051123098040122,1,0.12868293322838778,0.017740143457560257
nq1s,2022-04-22,2022-04-25,2022-05-06,1,-0.064067041636795,0,0.13155122655122656,0.017948058242583664
nq1s,2022-04-25,2022-04-26,2022-05-09,-1,0.06525584452756128,1,0.13155122655122656,0.017899278103730286
nq1s,2022-04-26,2022-04-27,2022-05-09,1,-0.06471790023011437,0,0.13382235048901714,0.018488589829692554
nq1s,2022-04-27,2022-04-28,2022-05-06,1,-0.05806491176330297,0,0.12562873634302205,0.018306194432752075
nq1s,2022-04-28,2022-04-29,2022-05-11,-1,0.07111680744897697,1,0.13382235048901714,0.018808587035836634
nq1s,2022-04-29,2022-05-02,2022-05-09,1,-0.06962550919002197,0,0.11581289081289081,0.019628479906713337
nq1s,2022-05-02,2022-05-03,2022-05-09,-1,0.07073405080744344,1,0.11040404040404042,0.019622785926393965
nq1s,2022-05-03,2022-05-04,2022-05-06,-1,0.06373453341337765,1,0.10067340067340068,0.019432407376699337
nq1s,2022-05-04,2022-05-05,2022-05-11,-1,0.07158355191453225,1,0.1365151515151515,0.019863252443963655
nq1s,2022-05-05,2022-05-06,2022-05-19,-1,0.06655829510286537,1,0.14282106782106782,0.02086503676669648
nq1s,2022-05-06,2022-05-09,2022-05-23,-1,0.013083681623689003,1,0.13892824347369803,0.02070939693752628
nq1s,2022-05-09,2022-05-10,2022-05-24,-1,0.047936208705806393,1,0.135829069919979,0.021179308885956774
nq1s,2022-05-10,2022-05-11,2022-05-25,1,-0.002300101382394004,0,0.12591171454807817,0.02108548299276103
nq1s,2022-05-11,2022-05-12,2022-05-26,1,0.027409719564184698,1,0.11902466220648038,0.021248989964279888
nq1s,2022-05-12,2022-05-13,2022-05-27,1,0.023544113409462497,1,0.10910730683457955,0.02103867203358216
nq1s,2022-05-13,2022-05-16,2022-05-31,1,0.032283223349644175,1,0.1030467007739735,0.021540542241946417
nq1s,2022-05-16,2022-05-17,2022-06-01,1,-0.0007367216218661099,0,0.0991505968778696,0.02136003283260663
